Word,Meaning
ointment,(nt.) vilepana; abbhañjana.
ola,(nt.) tālapaṇṇa.
old,1. vudda; mahallaka; 2. purāṇa; jiṇṇa.
old age,(nt.) jarā. (f.) mahallakatta. (m.)
olden,purātana; cirantana.
older,vuddhatara; jiṇṇatara.
oldish,atikkantayobbana.
oldmaid,(f.) thullakumārī.
oldman,(m.) mahallka.
oldness,(nt.) jiṇṇatta; mahallakatta.
oldwoman,(f.) mahallikaā.
oleander,(m.) karavīra; assamāraka.
olfacti on,(nt.) ghāyana.
olfactory,(nt.) ghāṇindriya. (adj.)
olibanum,(m.) turukkha.
olid,pūtigandhika.
oligarch,(m.) pālakasabhika.
oligarchy,(nt.) kuḍḍarajja; katipayapālana.
oliguria,(f.) mandamuttatā.
olio,(nt.) missita -bhojana.
olive,(m.) jitarukkha.
ology,(f.) vijjā.
Olympiad,(m.) mahākīḷāsamaya.
Olympic,catuvassika -kīḷāyatta.
ombrology,(f.) meghavijjā.
omen,(nt.) subhanimitta.
ominous,(adj.) asubh asūcaka; avamaṅgala.
ominously,(adv.) avamaṅgalākārena.
omission,(nt.) hāpana; vajjana. (m.)
omit,(v.t.) jahāti; vajjeti; cajati; parihapeti.
omnibus,(m.) mahāratha. (adj.)
omn ifarious,(adj.) sabbākāra.
omnipotence,(f.) anantasatti.
omnipotent,(adj.) sabbabaladhara.
omnipresence,(f.) sabbavyāpitā.
omnipresent,(adj.) sabbavyāpī; sabbattha -
omniscience,(n.) sabbaññūtā.
omniscient,(adj.) sabbaññū; sabbavidū.
omnium gatherum,(m.) sabbapakkhika -
omnivorous,(adj.) sabbabhakkha.
omophagic,(adj.) āmakamaṃsabhojī.
omphalos,(f.) nābhi.
on,(prep.; adv.) upari; matthake.
on all sides,(ind.) sabbato. (adv.) samantato.
on account of,(ind.) nissāy a; sandhāya;
on coming,(nt.) upagamana.
on his arrival,tasmiṃ āgate.
on looker,(m.) udikkhaka.
on that account,tato nidānaṃ; tannimittaṃ.
on the morrow,(ind.) suve.
on the same day,(ind.) tadahu.
onager,(m.) vanagadrabha.
onanism,(f.) ayathāsukkavissaṭṭhi.
once,(adv.) ekadā; ekavāraṃ; ekakkhattuṃ;
once a week,(adv.) sattāhavārena;
once more,(adv.) puna pi.
once upon a time,atīte; pubbe; purā.
oncologist,(m.) sattā -vādī.
oncology,(f.) phoṭavijjā.  oncoto my : (nt.) gaṇḍaphālana.
ondontiasis,(nt.) dantakantana.
ondontology,(f.) dantavijjā.
one,(adj.) eka. (pron.) koci || in one way:
one and half,(nt.) diyaḍḍha.
one after another,(adv.) anupaṭipāṭiyā.
one another,(adv.) aññamññaṃ.
one by one,(adv.) ekekaso. (adj.) ekaka.
one day,(adv.) ekadā.
one pointedness,(f.) ekaggatā. (m.)
oneirocritic,(m.) supinatthappakāsaka.
oneness,(nt.) ekatta. (m. ) ekībhāva.
onerous,(adj.) bhāriya; durubbaha.
onerously,(adv.) bhariyākārena.
onerousness,(nt.) garutta.
oneself,(ind.) sayaṃ; sāmaṃ.
onfall,(nt.) abhibhavana; ajjhotthraṇa.
onion,(m.) palaṇḍu.
only,(adv.) kevalaṃ; eva. (adj.) kevala; ekākī;
only for,yāvad'eva.
only once,sakid'eva.
onomatopoe,(m.) anukaraṇasadda.
onomatopoetic,(adj.)
onomatopoetically,(adv.)
onrush,(nt.) ādhāvana; pakkhanadana.
onset,(m.) abhisampāta. (nt.) ekka mana;
onslaught,(m.) abhighāta. (nt.) sahasā;
ontology,(f.) sattā -vimaṃsā.
onus,(m.) kiccabhāra; adhikāra.
onward,(adj.) abhimukhagāmī.
onwards,(adv.) agge; purato; abhimukhe.
onym,(f.) paribhāsā.
onymous,(adj.) visesanā mayutta.
onyx,(m.) kabaramaṇi.
oof,(nt.) rūpiya; mūla.
oofy,(adj.) dhanavantu.
oology,(f.) sakuṇaṇḍavijjā.
opine,(v.t.) ajjhāsayaṃ dhāreti; mataṃ
ooze,(m.) allkaddama; rajanavisesa. (nt.)
ooziness,(nt.) sandamānatta.
oozy,(adj.) paggharaṇapakatika.
opacity,(f.) anacchatā; pabhāvinivijjhiyatā.
opal,(m.) upalamaṇi.
opaline,(adj.) upalasadisa.
opaque,(adj.) nippabh a; vinivijjhāpassiya.
opaqueness,(nt.) anacchatta; kūlusiya.
open,(adj.) vivaṭa; anāvaṭa; asaṃvuta;
open air,(m.) abbhokāsa.
open space,(nt.) aṅgaṇa; vivaṭaṭṭhāna.
openarmed,(adj.) nivyāja.
openeared,(adj.) ohitasota.
opener,(m.) vivaritu; ugghāṭaka.
opening,(nt.) 1. vivaraṇa; vikasana;
openly,(adv.) āvī; pākaṭavasena.
openness,(nt.) vivaṭatta; akuṭilatta.
opera,(nt.) sasaṅgītanāṭaka.
operate,(v.i.) balaṃ pavatteti; kiccakārīhoti.
operation,(m.) vyāpā ra. (nt.) kicca;
operative,(adj.) kiccasādhaka; payojaka.
operator,(m.) 1. pavattāpaka; 2. sallavejja;
operose,(adj.) kicchasādhiya.
operosely,(adv.) kiccena; kasirena.
operoseness,(nt.) dukka ratta.
ophiolater,(m.) sappanamassaka;
ophiology,(f.) sappavijjā.
ophiophagous,(adj.) sappabhakkha.
ophthalmia,(m.) nettābhisanda; akkhidāha.  ophthalmic : (adj.) nettavisayaka;
ophthalmist,(m.) akkhivejja.
ophthalmolo gy,(f.) nayanavijjā.
ophthalmoscope,(m.)
ophthalmotomy,(nt.) nayanasallakamma.
opiate,(adj.) niddājanaka; ahipheṇayutta.
opinion,(nt.) mat a. (f.) mati. (m.) ajjhāsaya;
opinionated,(adj.) ādhānagāhī; attnoatika.
opinionative,(adj.) ādhānagāhī; attnoatika.
opium,(nt.) ahipheṇa. (v.t.)
oppilate,(v.t.) avarodheti. (pp.) avaruddha.
opponency,(m.) virodh a.
opponent,(m.) paccatthika; paṭipakkha;
opportune,(adj.) samayocita; kālānurūpa;
opportunely,(adv.) yathāsamayaṃ;
opportunism,(f.) kalocitavutti.
opportun ity,(m.) pattakāla; avasara; okāsa;
opposable,(adj.) virujhitabba; paṭikkosiya.
oppose,(v.t.) virujjhati. (pp.) viruddha.
opposed,(adj.) paṭipakkha; paṭiloma;
opposeless,(adj.) anivāriya; bādhārahita.
opposite,(adj.) 1. Viruddha; paṭipakkha; 2.
opposite bank,(nt.) paratīra.
opposite wind,(m.) paṭivāta.
oppositely,(adv.) viparītaṃ; paṭilomaṃ.
opposition,(m.) virodha. (nt.) vipakkhatta
oppress,(v.t.) uppīḷeti; ābādh eti; vyathati;
oppression,(nt.) upapīḷana; viheṭhana;
oppressive,(adj.) pīḷaka; bādhaka;
oppressively,(adv.) pajāpīḷanena;
oppressor,(n.) pajāpīḷaka; visamācāra.
opprobrious,(adj.) sopavāda.
opprobriously,(adv.) sopavādaṃ.
opprobrium,(m.) apakitti; ayasa; apavāda;
oppugn,(v.t.) vivadati; paṭipucchati. (pp.)
oppugnation,(nt.) vivadana.
opsimat h,(m.) vuddha -sissa.
optative,(f.) sattamī vibhatti. (adj.)
optic,(nt.) cakkhu; nayana. (adj.)
optical,(adj.) dassanavisayaka.
optician,(m.) 1. upanettavāṇija; 2.
optimism,(m.) sabbasubhavāda.
optimist,(m.) sabbasubhavādī.
option,(f.) abhiruci; icchā. (m.) abhilāsa.
optional,(adj.) yathicchaka; vikappasiddha.
optionally,(adv.) vikappena.
opulence,(f.) samiddhi; smpatti. (m.)
opulent,(adj.)  aḍḍha; mahaddhana;
opulently,(adv.) aḍḍhākārena.
opus,(f.) paccekasaṅgītaracanā.
opuscule,(f.) khuddakagītaracanā.
or,(conj.) vā; athavā; (in questioning : ) uda;
or else,vā pana.
oracle,(nt.) devavākya; anāgataññṇa.
orac ular,(adj.) devavākyāyatta.
oral,(adj.) mukhapāṭhābhata.
orally,(adv.) paṭhanavasena.
orange,(m.) jambīra.
orange coloured,(adj.) pītaratta.
orangery,(nt.) jambīravatthu.
orate,(v.t.) deseti. (pp.) desita.
oration,(f.) cittakathā. (nt.) sālaṅkāravacana.
orator,(m.) cittakathī.
oratory,(nt.) 1. vācāpaṭutta; vāgīdatta. 2.
orb,(nt.) maṇḍala; āvaṭṭa; goḷaka; akkhigoḷa.
orb of the moon,(nt.) candamaṇḍala.
orbicular,(adj.) vaṭṭula; goḷākāra; cakkākāra.
orbit,(m.) 1. gahatārāpatha. 2. akkhikūpa.  orchard : (m.) phalārāma.
orchestic,(adj.) naccāyatta. (f.) naccakalā.
orchestra,(m.) 1. vādakasamūha. 2.
ordain,(v.t.) 1. sammannati; niddisati; 2.
ordainer,(m.) paññāpaka; pabbājaka.
ordeal,(f.) tattaparikkhā; saccavīmaṃsā.
order,(m.) ariyasaṅgha; in order:
order to,atthāya.
orderer,(m.) āṇāpaka.
orderless,(adj.) ayathākkamaka;
orderly,(adj.) vavatthita; kamānuggata;
ordinal,(f.) kamavācakasaṅkhyā. (adj.)
ordinance,(f.) vavatthā; niyamāvali. (m.)
ordinant,(adj.) niyāmaka.
ordinarily,(adv.) sāmaññena; avisesato.
ordinariness,(f.) sāmaññātā; avisiṭṭhatā.
ordinary,(adj.) sādhāraṇa; avisiṭtha;
ordinate,(adj.) kamānugata; ānupubbika.
ordination,(nt.) patiṭṭhāpana. (f.) pabbajjā.
ordnance,(m.) yuddhayantasamūha.
ordure,(nt.) karīsa; mīḷha. (m.) ukkāra;
ore,(f.) asodhita -khaṇijadhātu.
oread,(f.) giridevatā.
organ,(nt.) mahāturiya; indriyāyatana. (m.)
organ of generation,(nt.) aṅgajāta;
organ of smell,(nt.) ghāṇāyatana.
organ of taste,(nt.) jivhāyatana.
organ of touch,(m.) kāyappasāda.
organic,(adj.) indriyabaddha.
organisation,(nt.) saṃvidahana. (m.)
organise,(v.t.) saṃvidahati; sammā
organism,(nt.) saṃvidahana. (f.) racanā.
organist,(m.) mahāturiyavādaka.
organology,(m.) avayavavibhāga.
organon,(m.) 1. ṭakkamahetu; 2.
orgasm,(m.) adhikavega. (f.) accantakāmāsā.
orgy,(m.) 1. surāchaṇa; devapūjāvisesa.
orient,(m.) pācīnadesa. (f.) pubbadisā. (adj.)
oriental,(adj.) pācīna; pubbadesīya. (m.)
orientalist,(m.) pācīnabhāsaññū.
orifice,(nt.) chida; vivara.
orifice of the ear,(nt.) sot abila;
origin,(f.) mūlupptti; yoni; sañjāti. (nt.)
original,(adj.) ādima; mūlabhūta. (nt.)
originality,(f.) apubbatā; navakappanā. (nt.)
originally,(adv.) ādito; mūlato;  paṭhamaṃ.
originate,(v.t.) janeti; uppādeti; nibbatteti;
originating,(adj.) nibbattaka; uṭṭhāpaka.
orig ination,(f.) uppatti. (m.) ubbhava;
orinasal,(adj.) anunāsika.
Orion,(nt.) migasiranakkjhatta.
orison,(f.) āyācanā; patthanā.
ornament,(nt.) ābharaṇa; piḷandhana;
ornamental,(adj.) bhūsanāyatta;
ornamentally,(adv.) maṇḍanavasena.
ornamentation,(nt.) 1. maṇḍana; bhūsana;
ornate,(adj.) a laṅkata; bhūsita.
ornithologist,(m.) pakkhivijjāvidū.
ornithology,(f.) pakkhinijjā.
ornithomancy,(f.) sakuṇarutavijjā.
orography,(f.) pabbatavijjā.
orology,(nt.) giripabhedañāṇa.
orotund,(adj.) madhuragambhīra.
orphan,(adj.) nimmātāpitika.  orphanage : (nt.) nimmātāpitikatta. (m.)
orpiment,(nt.) haritāla.
orrery,(nt.) gahagamanadīpakayanta.
orris,(f.) vacā; golomī.
ort,(nt.) āhāratochaḍḍanīyavatthu.
orthodox,(adj.) dhammaladdhiaka;
orthodoxy,(f.) sam mādiṭṭhi.
orthoepist,(m.) suṭṭhuccāraka.
orthogon,(nt.) samacaturassa.
orthogonal,(adj.) caturaṃsika.
orthography,(m.) akkharavinyāsa;
orthometry,(f.) niddosapajjaracanā.
oscillate,(v.i.) dolāyati; phandati. (pp.)
oscillating,(adj.) dolāyamāna.
oscillation,(nt.) dolāyana; phandana.
oscitant,(adj.) vijambhamāna.
oscitation,(f.) jambhanā; pamattatā.
oscular,(adj.) mukhāyatta; vadanayatta.
osculate,(v.i.t.) cumbati. (pp.) cumbita.
osculation,(nt.) cu mbana.
osculatory,(adj.) cumbanāyatta.
osprey,(m.) ukkuha; kurara.
osseous,(adj.) aṭṭhimaya; aṭṭhibhūta.
ossicle,(nt.) khuddakaṭṭhi.
ossify,(v.t.) aṭṭhisadisaṃ karoti. (pp.)
ossuary,(nt.) matakaṭṭhi -agāra.
ostensible,(adj.)  vyāja; ayathābhūta;
ostensibly,(adv.) vyājena; ayathā.
ostensive,(adj.) ayathādassaka.
ostentation,(m.) dappa; ahaṅkāra;
ostentatious,(adj.) attukkaṃsaka; dappita.
ostentatiously,(adv.) sadappaṃ;
osteography,(f.) aṭṭhivaṇṇanā.
osteology,(f.) aṭṭhīvijjā.
ostler,(m.) santhāgāra -assagopaka.
ostracise,(v.t.) (raṭṭhā) pabbājeti; nibbāseti.
ostracism,(nt.) nibbāsana.
ostrich,(m.) oṭṭhasakuṇa.
other,(adj.) itara; para; apara | | at other
times,(adv.) aññādā; the other day: (ind.)
othergates,(adv.) aññamaggena.
otherness,(nt.) aparatta.
otherwise,(adv.) aññāthā; itarathā.
otic,(adj.) sotapaṭibaddha.
otiose,(adj.) 1. alasa;  2. nipphal; 3.
otiosely,(adv.) akammaniyākārena.
otitis,(m.) kaṇṇāpāka.
otter,(m.) udda; jalamajjāra.
ought,(n.) yaṃ kiñci. (v.i.) arahati; vaṭṭati;
ounce,(m.) 1. ha -dharaṇabhāra. 2.
our,(poss. ; plu.) amhākaṃ.
our own,amhāyatta.
ours,(poss. plu.) (adj.) amhāyatta.
ourselves,(pron.) mayam eva; mayaṃ
oust,(v.t.) apanudati; nikkhāmeti; bahikaroti.
out,(intj.) apehi; apasara. (adv.) bahi;
out of danger,(adj.) antarāyamutta.
out of food,(adj.) nirāhāra.
out of hope,(adj.) gatāsa; nirapekkha.
out of kindness,(adv.) anukampāya.
out of office,(adj.) bhaṭṭhādhikāra.
out of order,(adj.) uppaṭipāṭika;
out of pity,anukampaṃ upādāya.
out of place,(adj.) aṭṭānika; anucita. (adv.)
out of print,(adj.) apuna -muddita.
out of sight,(adj.) dassanāṭikkanta.
out of the way place,(nt.) dūraṭṭhāna.
out of time,(adj.) ayathākālika.
out of use,(adj.) gatavo hāra; luttaparibhoga.
out of work,(adj.) nikkamma.
outact,(v.t.) aticarati; atikaroti. (pp.)
outbalance,(v.t.) atirekataṃ yāti;
outbid,(v.t.) adhikagghaṭhapanena kiṇāti.
outbluster,(v.t.) atirekaṃ gajjati. (pp.)
outbrave,(v.i.) ativiya nibbhayo hoti.
outbreak,(nt.) 1. sahasā uṭṭhāna; ubbhijjana;
outbuilding,(nt.) bahighara.
outburst,(m.) sahasā -niggama. (nt.)
outcast,(m.) 1. bahikata; 2. hīnajacca; vasala.
outcry,(nt.) ugghosana. tumulanāda.
outdare,(v.t.) vikkamena atiseti.
outdo,(v.t.) acce ti; atīkkamati; abhibhūta.
outdoor,(adj.) abbhokāsika.
outer,(adj.) bāhiratara.
outer bark,(f.) papaṭikā.
outermost,(adj.) atibāhīta; paribāhira.
outface,(v.i.) 1. bhākutiṃ karoti; 2.
outfit,(m.) parivaccha; paricchada. (nt.)
outflow,(m.) abhisanda; pasava.
outgo,(m.) vaya. (nt.) vissajjana. (v.t.) acceti;
outgoing,(m.) vaya; khaya; apacaya. (adj.)
outgrow,(v.t.) atikkamma vaḍḍhati. (pp.)
outgrowth,(f.) bāhiravaḍḍhi.
outhouse,(nt.) upaghara.
outland,(m.) paradesa.
outlander,(m.) videsī.
outlandish,(adj.) videsīya.
outlast,(v.i.)  cirakālaṃ pavattati. (pp.)
outlaw,(m.) likhita -cora. (v.t.) sambhogaṃ
outlawry,(nt.) pabbājanakamma.
outlay,(m.) vaya. (nt.) vissajjana.
outleap,(nt.) pakkha ndana.
outlet,(m.) niggama. (nt.) nikkhamaṇadvāra.
outline,(nt.) bāhirasaṇṭhāna. (f.)
outlive,(v.t.) atikkamma or dīghatarakālaṃ
outlook,(f.) apekkhā; paccāsā. (m.)
outlying,(adj.) dūraṭṭha; asaṃsaṭṭha.
outmarch,(v.i.) agge yāti; atikkamati. (pp.)
outmost,(adj.) bāhiratama.
outnumber,(v.t.) saṅkhyāya atikkamati.
outpace,(v.t.) h itvā yāti; atikkamati. (pp.)
outpour,(m.) dhārānipāta. (v.i.) dharahi
output,(nt.) nipphadita -pamāṇa.
outquench,(v.t.) nibbāpeti; upasameti. (pp.)
outrage,(nt.) dūsana. aty ācāra. (m.)
outrageous,(adj.) sāhasika; atiduṭṭha.
outrageously,(adv.) ghoraṃ; dāruṇākārena.
outrageousness,(nt.) sahasikatta;
outreach,(v.t.) dūrataraṃ pāpunāti or
outrider,(m.) pacchārohaka.
outright,(adv.) 1. sapadi; taṅkhaṇaṃ; 2.
outrival,(v.i.) visiṭṭhatamo bhavati.
outroot,see. Eradicate.
outrun,(v.t.) atikkami tvā dhāvati.
outset,(m.) ārambha; ādi. (nt.) paṭṭhapana.
outshine,(v.i.) atirocati. (pp.) atirocita.
outside,(m.) bāhirabhāga. (adj.) bāhira.
outsider,(m.) 1. parahana; bāhiraka; 2.
outskirt,(m.) pariyanta; paccanta.
outspoken,(adj.) uttānavacana; tathavādī;
outspokenly,(adv.) vyattaṃ; visadaṃ;
outspread,(v.t.) vitthāreti; pasāreti; vitanoti.
outstanding,(adj.) 1. ṇahiniggata;
outstare,(v.t.) bhākuṭīkaraṇena lajjapeti.
outstretch,(v.t.) pasāreti; vitanoti. (pp.)
outstrip,(v.t.) atikkamma yāti. (pp.)
outward,(adj.) bāhirābhimukha.
outwardly,(adv.) bāhirato.
outwards,(adv.) bahiddhā.
outwear,(v.t.) ciraṃ nivāseti or paridahati.
outweigh,(v.t.) bhārena atiriccati. (pp.)
outwit,"see, Cheat."
outwoen,(adj.) jiṇṇa; jajjara.
outwordbound,(adj.) videsagāmī.
outwork,(f.) bahiddhārakkhā.
oval,(adj.) aṇḍākāra.
ovarious,(adj.) aṇḍuppādaka.
ovary,(m.) aṇḍāsaya.
ovate,(adj.) aṇḍākāra.
ovation,(nt.) ussavena paṭigghaṇa.
oven,(m.) āvāpa; uddhan a.
over,niṭṭhitaṃ.
over and over,puanappunaṃ.
overact,(v.t.) aticarati; pamāṇam atikkamati.
overalls,(nt.) paridhānāvaraṇa.
overawe,(v.t.) bhāyāpeti; abhibhavati. (pp.)
overbalance,(v.t.) atituleti. (pp.) atitulita.
overbear,(v.t.) dameti; vasīkar oti. (pp.)
overbearing,(adj.) uddhata; dappita.
overbearingly,(adv.) sadappaṃ;
overbeg,(v.t.) atiyācati. (pp.) atiyācita.
overboard,(v.t.) nāvāya bahi.
overbold,(adj.) atinibbhaya; atisāhasika.
overburden,(v.t.) adhikabhāram āropeti.
overcast,(v.t.) paṭicchadeti; āvarati. (pp.)
overcautious,(adj.) atisaṅkita.
overcharge,(v.t.) adhikamūlaṃ niyameti.
overcloud,(v.t.) paṭicchadeti; āvarati. (pp.)
overcoat,(m.) bāhira -kañcuka.
overcome,(v.t.) ativattati; pasahati;
overcoming,(nt.) pasahana; abhibhavana.
overcrowd,(v.t.) sambādheti; nirantaraṃ
overdo,(v.t.) adhikaṃ viheseti; kilameti.
overdose,(nt.) adhika -bhesajjapāna.
overdraw,(v.t.) adhikataramūlaṃ gaṇhāti.
overdress,(v.t.) ujjalavesaṃ dhāreti. (pp.)
overdue,(adj.) niyamitakālātikknta.
overeat,(v.t.) atimattaṃ bhūñjati; bhojane
overestimate,(v.t.) pamāṇādhikaṃ
overfatigue,(m.) adhikaparissama. (v.t.)
overfeed,(v.t.) atimattaṃ bhojeti. (pp.)
overf low,(v.t.) ottharati. (v.i.) abhisandati;
overflowing,(adj.) 1. abhisandamāna; 2.
overgrow,(v.t.) chādetvā vaḍḍhati (pp.)
overgrowing,(adj.) sulabh; bahula;
overhasty,(adj.) atisāhasika; anisammakārī.
overhaul,(v.t.) 1. vibhajitvā vīmaṃsati; 2.
overhead,(adv.) sīsūpari; matthake.
overhear,(v.t.) anubhilakkhito suṇāti.
overheat,(v.t.) adhikaṃ tāpeti. (pp.)
overindulgence,(nt.) adhikatarāsevana.
overjoy,(m.) pamoda. (v.t.) pahaṃseti;
overland,(adj.) thalagāmī . overlandroute : (m.) thalapatha.
overlap,(v.t.) vyāpetvā or chādetvā tiṭṭhati.
overlay,(v.t.) 1. āvarati; paṭicchādeti; 2.
overleap,(v.t.) ullaṅgheti; uppatitvā yāti.
overlie,(v.t.) avattharitvā tiṭṭhati. (pp.)
overload,(v.t.) atibhāram āropeti. (pp.)
overlook,(v.t.) 1. na gaṇeti; upekkhati;
overlord,(m.) adhissara; pabhū; abhibhū.
overlordship,(nt.) issariyādhipacca.
overmuch,(nt.) atibāhulla. (adj.) atimatta.
overnight,(adv.) pubbaratt iyaṃ; rattibhāge.
overpass,(v.t.) atikkamati; vajjeti. (pp.)
overpay,(v.t.) adhikavetanaṃ deti. (pp.)
overpeople,(v.t.) adhikajanakiṇṇaṃ karoti.
overplus,(m.) atirittabhāga; atireka .
overpoise,(m.) mahābhāra; dhikabhāra.
overpower,(v.t.) abhibhavati; maddati;
overproduction,(nt.) adhikanipphādana.
overrate,(v.t.) adhikagghaṃ niyameti;
overreach,(v.t.) 1. atikkamitvā pāpuṇāti; 2.
override,(v.i.) akkmati; atikkamati;
overripe,(adj.) atipa ripakka.
overrule,(v.t.) ñāyena paṭisedheti. or
overrun,(v.t.) avattharati; ajjhottharati. (pp.)
overscrupulous,(adj.) atikukkuccaka.
oversea,(adj.) videsika; pārasāmuddika.
overseas,(adv.) videse; samuddapāre.
oversee,(v.t.) (kammantaṃ) paripāleti or
overseer,(m.) pālaka; adhikārī; vicāraka.
overset,(v.t.) nikkujjeti; adhomukhīkaroti.
overshadow,(v.t.) chāyāya chādeti or
overshoot,(v.t.) atilakkhaṃ vijjhati. (pp.)
oversight,(nt.) kahalita; anavadhāna. (m.)
oversize,(adj.) pamāṇātikkanta.
oversleep,(v.t.) ativelaṃ supati. (pp.)
overspent,(adj.) 1. atikilanta; 2. ātikkanta;
overspread,(v.t.) ottharati; vyāpeti;
overstate,(v.t.) ad hikaṃ vaṇṇeti. (pp.)
overstep,(v.t.) atikkamati; atisarati. (pp.)
overstock,(m.) atisañcaya. (v.t.) adhikaṃ
overstrain,(v.t.) adhikam ussahati. (pp.)
overt,(adj.) pā kaṭa; vyatta.
overtake,(v.t.) anubandhitvā gaṇhāti. (pp.)
overtax,(v.t.) adhikakaraṃ gaṇhāti. (pp.)
overthrow,(v.t.) 1. vināseti; 2. parājeti; 3.
overtime,(m.) (n iyamitakālato) adhikakāla.
overtly,(adv.) pākatākārena.
overtness,(nt.) pākaṭatta.
overture,(m.) 1. paṭhamārambha; upaññāsa.
overturn,(v.t.) nikkujjeti; adhomukhīkaroti.
overvalue,(v.t.) adhik agghaṃ ṭhapeti. (pp.)
overweening,(adj.) attukkaṃsaka;
overweigh,(v.t.) bhārena atiriccati. (pp.)
overweight,(m.) adhikabhāra.  overwhelm : (v.t.) 1. abhitudati; 2. osīdāperi;
overwise,(adj.) atipaṇḍita; paṇḍitamānī.
overwork,(nt.) adhikakicca. (m.)
overworn,(adj.) atikilanta; paribhogajiṇṇa.
overwrought,(adj.) atipa rissanta.
overzeal,(f.) accussukatā.
overzealous,(adj.) adhikussāhī.
ovicular,(adj.) aṇḍanissita.
oviferous,(adj.) aṇḍajanaka.
oviform,(adj.) aṇḍākāra.
ovine,(adj.) meṇḍāyatta; meṇḍagatika.
oviparous,(adj.) aṇḍajanaka; 2. aṇḍaja.
oviposit,(v.t.) āsāṭikaṃ nikkhipati. (pp.)
oviposition,(nt.) āsāṭikānikkhipana.
ovoid,(adj.) aṇḍākāra.
ovum,(nt.) kalalarūpa.
owe,(v.i.) iṇaṃ dhāreti; iṇāyiko hoti. (pp.)
owing,(adj.) nittharitabba; dātabba.
owing  to,nissāya; hetunā
owl,(m.) uḷūka; vāyasāri.
owlet,(m.) uḷūkapotaka.
owlish,(adj.) uḷūkopama; mandabuddhika.
owllight,(m.) padosa; mandāloka.
own,(adj.) saka; sakīya; nija. (v.t.) āyattaṃ or
your own,tavāyetta.
owner,(m.) sāmī; issara; pati.
ownerless,(adj.) assāmika.
ownership,(nt.) sāmitta; pabhutta.
ox,(m.) usabha; goṇa; balivadda.
oxeyed,(adj.) visālakkha.
oxide,(nt.) pāṇadavāyunā missitavatthu.
oxidise,(v.t.) pāṇadavāyunā misseti. (pp.)
oxygen,(m.) pāṇadavāyu.
oxygenate,(v.t.) pāṇadavāyunā tikicchati.
oyster,(m.) sambuka.
ozone,(m.) ghanībhūta pāṇdavāyu.
pabulum,(m.) āhāra.
pacable,(adj.) santikara.
pacation,(nt.) vupasamana.
pace,(m.) padapāta; padavītihāra. (nt.)
pacer,(m.) aturitagāmī.
pacific,(adj.) santikara; akkhubhita.
pacification,(m.) upasama. (f.) santi. (nt.)
pacificism,(m.) yuddhavirodha.
pacifier,(m.) upasametu.
pacifism,(m.) yuddhavirodha.
